Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","5.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","4.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","5.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","5.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","5.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","6.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","7.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","6.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","7.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","7.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","7.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","8.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","7.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","7.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","8.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","0.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","0.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","0.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","0.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","0.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","1.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20212023","2021-2023","million No","1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20212023","2021-2023","million No","0.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20212023","2021-2023","million No","1.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","0.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","0.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","0.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","0.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","3.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","3.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","3.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","3.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","4.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","4.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","4.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","4.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","5.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","4.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","5.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20212023","2021-2023","million No","5.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20212023","2021-2023","million No","4.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20212023","2021-2023","million No","5.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","1.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","1.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","1.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","1.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","1.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","1.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","1.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","1.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","1.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","2.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
